Tarikh,dirawatKCH,dirawatSIBU,dirawatBNTL,dirawatMIRI,dirawatSGB,dirawatJumlah,icuKCH,icuSIBU,icuBNTL,icuMIRI,icuSGB,icuJumlah,nafasKCH,nafasSIBU,nafasBNTL,nafasMIRI,nafasSGB,nafasJumlah,matiKCH,matiSIBU,matiBNTL,matiMIRI,matiSGB,matiJumlah,discajKCH,discajSIBU,discajBNTL,discajMIRI,discajSGB,discajJumlah,sdiscajKCH,sdiscajSIBU,sdiscajBNTL,sdiscajMIRI,sdiscajSGB,sdiscajJumlah,returnKCH,returnSIBU,returnSIBU,returnMIRI,returnSGB,returnJumlah
15/9/2020,0,1,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,2,0,19,0,0,0,0,0,0,575,34,37,31,1,678,9,8,2,0,0,19
16/9/2020,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,2,0,19,0,0,1,1,0,2,575,34,38,32,1,680,9,8,2,0,0,19
17/9/2020,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,2,0,19,0,0,0,0,0,0,575,34,38,32,1,680,9,8,2,0,0,19
18/9/2020,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,2,0,19,0,0,0,0,0,0,575,34,38,32,1,680,9,8,3,1,0,22
19/9/2020,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,2,0,19,0,0,0,0,0,0,575,34,38,32,1,680,9,8,3,1,0,22
20/9/2020,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,2,0,19,0,0,0,0,0,0,575,34,38,32,1,680,9,8,3,1,0,22
21/9/2020,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,2,0,19,0,0,0,0,0,0,575,34,38,32,1,680,9,8,3,1,0,22
22/9/2020,1,1,1,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,2,0,19,0,0,0,0,0,0,575,34,38,32,1,680,9,8,3,1,0,22
23/9/2020,1,0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,2,0,19,0,1,0,0,0,1,575,35,38,32,1,681,9,8,3,1,0,22
24/9/2020,1,0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,2,0,19,0,1,0,0,0,1,575,35,38,32,1,681,9,8,3,1,0,22
25/9/2020,1,0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,2,0,19,0,0,0,0,0,0,575,35,38,32,1,681,9,8,3,1,0,22
26/9/2020,1,0,1,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,2,0,19,0,0,0,0,0,0,575,35,38,32,1,681,9,8,3,1,0,22
27/9/2020,1,0,1,3,1,6,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,2,0,19,0,0,0,0,0,0,575,35,38,32,1,681,9,8,3,1,0,22
28/9/2020,1,0,1,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,2,0,19,0,0,0,0,1,1,575,35,38,32,2,682,9,8,3,1,0,22
29/9/2020,4,0,1,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,2,0,19,0,0,0,0,0,0,575,35,38,32,2,682,9,8,3,1,0,22
30/9/2020,6,0,1,5,0,12,,,,,,,,,,,,,17,0,0,2,0,19,0,0,0,0,0,0,575,35,38,32,2,682,9,8,3,1,0,22
1/10/2020,6,0,1,5,0,12,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,2,0,19,0,0,0,0,0,0,575,35,38,32,2,682,9,9,3,1,0,22
2/10/2020,6,0,1,5,0,12,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,2,0,19,0,0,0,0,0,0,575,35,38,32,2,682,9,9,3,1,0,22
3/10/2020,7,2,1,5,0,15,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,2,0,19,0,0,0,0,0,0,575,35,38,32,2,682,9,9,3,1,0,22
4/10/2020,8,2,1,5,0,16,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,2,0,19,0,0,0,0,0,0,575,35,38,32,2,682,9,9,3,1,0,22
5/10/2020,8,2,1,5,0,16,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,2,0,19,1,0,0,0,0,1,576,35,38,32,2,683,9,9,3,1,0,22
6/10/2020,9,3,1,6,0,19,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,2,0,19,0,0,0,0,0,0,576,35,38,32,2,683,9,9,3,1,0,22
7/10/2020,11,3,1,6,0,21,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,2,0,19,0,0,1,0,0,1,576,35,39,32,2,684,9,9,3,1,0,22
8/10/2020,16,3,2,8,0,29,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,2,0,19,0,0,0,0,0,0,576,35,39,32,2,684,9,9,3,1,0,22
9/10/2020,24,4,3,8,0,39,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,2,0,19,0,0,0,0,0,0,576,35,39,32,2,684,9,9,3,1,0,22
10/10/2020,28,4,7,8,0,47,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,2,0,19,1,0,0,0,0,1,577,35,39,32,2,685,9,9,3,1,0,22
11/10/2020,28,4,7,8,0,47,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,2,0,19,0,0,0,0,0,0,577,35,39,32,2,685,9,9,3,1,0,22
12/10/2020,26,4,7,8,0,45,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,2,0,19,3,0,0,0,0,3,580,35,39,32,2,688,9,9,3,1,0,22
13/10/2020,25,4,7,7,0,43,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,2,0,19,1,0,0,1,0,2,581,35,39,33,2,690,9,9,3,1,0,22
14/10/2020,25,4,7,9,0,45,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,2,0,19,1,0,0,1,0,1,581,35,39,33,2,691,9,9,3,1,0,22
15/10/2020,28,3,7,8,0,46,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,2,0,19,0,1,0,2,0,3,582,36,39,33,2,694,9,9,3,1,0,22
16/10/2020,28,3,7,8,0,46,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,2,0,19,1,1,0,0,0,2,583,37,39,35,2,696,9,9,3,1,0,22
17/10/2020,27,2,7,8,0,44,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,2,0,19,4,0,0,0,0,4,587,37,39,35,2,700,9,9,3,1,0,22
18/10/2020,32,1,7,8,0,48,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,2,0,19,0,1,0,0,0,1,587,38,39,35,2,701,9,9,3,1,0,22
19/10/2020,32,0,7,7,0,46,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,2,0,19,0,1,0,1,0,2,587,39,39,36,2,703,9,9,3,1,0,22
20/10/2020,31,0,7,7,0,45,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,2,0,19,2,0,0,0,0,2,589,39,39,36,2,705,9,9,3,1,0,22
21/10/2020,27,0,7,7,0,41,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,2,0,19,4,0,0,0,0,4,593,39,39,36,2,709,9,9,3,1,0,22
22/10/2020,19,0,7,7,0,33,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,2,0,19,9,0,0,0,0,9,602,39,39,36,2,718,9,9,3,1,0,22
23/10/2020,20,0,5,7,0,32,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,2,0,19,1,0,2,0,0,3,603,39,41,36,2,721,9,9,3,1,0,22
24/10/2020,27,0,0,7,0,34,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,2,0,19,1,0,5,0,0,6,604,39,46,36,2,727,9,9,3,1,0,22
25/10/2020,42,0,0,7,0,49,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,2,0,19,1,0,0,0,0,1,605,39,46,36,2,728,9,9,3,1,0,22
26/10/2020,49,0,0,3,0,49,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,2,0,19,0,0,0,4,0,4,605,39,46,40,2,732,9,9,3,1,0,22
27/10/2020,63,0,0,1,0,64,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,2,0,19,2,0,0,2,0,4,607,39,46,42,2,736,9,9,3,1,0,22
28/10/2020,81,2,1,5,0,89,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,2,0,19,2,0,0,2,0,2,609,39,46,42,2,738,9,9,3,1,0,22
29/10/2020,87,2,1,4,0,94,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,2,0,19,4,0,0,1,0,5,613,39,46,43,2,743,9,9,3,1,0,22
30/10/2020,90,2,1,12,0,105,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,2,0,19,5,0,0,0,0,5,618,39,46,43,2,748,9,9,3,1,0,22
31/10/2020,97,2,1,14,0,114,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,2,0,19,0,0,0,0,0,0,618,39,46,43,2,748,9,9,3,1,0,22
1/11/2020,98,2,3,17,0,120,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,2,0,19,5,0,0,0,0,5,623,39,46,43,2,753,9,9,3,1,0,22
2/11/2020,104,2,3,17,0,126,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,2,0,19,8,0,0,0,0,8,631,39,46,43,2,761,9,9,3,1,0,22
3/11/2020,117,2,3,23,0,145,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,2,0,19,2,0,0,0,0,2,633,39,46,43,2,763,9,9,3,1,0,22
4/11/2020,112,2,3,23,0,140,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,2,0,19,14,0,0,0,0,14,647,39,46,43,2,777,9,9,3,1,0,22
5/11/2020,107,2,2,23,0,134,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,2,0,19,11,0,1,0,0,12,658,39,47,43,2,789,9,9,3,1,0,22
6/11/2020,105,2,2,25,0,134,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,2,0,19,18,0,0,2,0,18,676,39,47,43,2,807,9,9,3,1,0,22
7/11/2020,125,2,2,25,0,134,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,2,0,19,5,0,0,0,0,25,681,39,47,43,2,812,9,9,3,1,0,22
8/11/2020,119,2,2,26,0,148,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,2,0,19,7,0,0,0,0,7,688,39,47,43,2,819,9,9,3,1,0,22
9/11/2020,114,2,2,26,0,144,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,2,0,19,9,0,0,0,0,7,697,39,47,43,2,828,9,9,3,1,0,22
10/11/2020,107,2,2,27,0,138,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,2,0,19,12,0,0,0,0,12,709,39,47,43,2,840,9,9,3,1,0,22
11/11/2020,111,0,0,21,0,132,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,2,0,19,12,0,2,6,0,20,719,41,49,49,2,840,9,9,3,1,0,22
12/11/2020,102,0,0,16,0,132,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,2,0,19,16,0,0,6,0,22,735,41,49,55,2,882,9,9,3,1,0,22
13/11/2020,109,0,0,14,0,123,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,2,0,19,5,0,0,3,0,8,740,41,49,58,2,890,9,9,3,1,0,22
14/11/2020,96,0,0,13,0,109,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,2,0,19,17,0,0,1,0,18,757,41,49,59,2,908,9,9,3,1,0,22
15/11/2020,85,0,0,9,0,94,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,2,0,19,14,0,0,4,0,18,771,41,49,63,2,926,9,9,3,1,0,22
16/11/2020,81,0,0,10,0,91,0,0,0,0,0,0,1,0,0,0,0,1,17,0,0,2,0,19,5,0,0,0,0,5,776,41,49,63,2,931,9,9,3,1,0,22
17/11/2020,80,0,0,10,0,90,0,0,0,0,0,0,1,0,0,0,0,1,17,0,0,2,0,19,2,0,0,0,0,2,778,41,49,63,2,933,9,9,3,1,0,22
18/11/2020,70,0,0,10,0,80,0,0,0,0,0,0,1,0,0,0,0,1,17,0,0,2,0,19,13,0,0,0,0,13,791,41,49,63,2,846,9,9,3,1,0,22
19/11/2020,63,0,0,9,0,72,0,0,0,0,0,0,1,0,0,0,0,1,17,0,0,2,0,19,13,0,0,3,0,16,804,41,49,66,2,962,9,9,3,1,0,22
20/11/2020,57,0,0,8,0,65,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,2,0,19,7,0,0,2,0,9,811,41,49,68,2,971,9,9,3,1,0,22
21/11/2020,56,0,0,8,0,64,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,2,0,19,1,0,0,2,0,1,811,41,49,68,2,972,9,9,3,1,0,22
22/11/2020,53,0,0,6,0,59,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,2,0,19,3,0,0,2,0,5,815,41,49,70,2,977,9,9,3,1,0,22
23/11/2020,48,0,0,6,0,54,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,2,0,19,5,0,0,0,0,5,820,41,49,70,2,982,9,9,3,1,0,22
24/11/2020,41,0,0,4,0,45,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,2,0,19,8,0,0,2,0,10,828,41,49,72,2,992,9,9,3,1,0,22
25/11/2020,27,2,0,2,0,31,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,2,0,19,14,0,0,2,0,16,842,41,49,74,2,1008,9,9,3,1,0,22
26/11/2020,25,2,0,1,0,28,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,2,0,19,6,0,0,1,0,7,848,41,49,75,2,1015,9,9,3,1,0,22
27/11/2020,22,2,0,1,0,25,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,2,0,19,3,0,0,0,0,3,851,41,49,75,2,1018,9,9,3,1,0,22
28/11/2020,20,2,0,1,0,23,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,2,0,19,2,0,0,0,0,2,853,41,49,75,2,1020,9,9,3,1,0,22
29/11/2020,20,2,0,1,0,23,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,2,0,19,0,0,0,0,0,0,853,41,49,75,2,1020,9,9,3,1,0,22
30/11/2020,18,2,0,3,0,23,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,2,0,19,2,0,0,0,0,2,855,41,49,75,2,1022,9,9,3,1,0,22
1/12/2020,9,2,0,4,0,15,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,2,0,19,9,0,0,0,0,9,864,41,49,75,2,1031,9,9,3,1,0,22
2/12/2020,9,2,0,4,0,15,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,2,0,19,0,0,0,0,0,0,864,41,49,75,2,1031,9,9,3,1,0,22
3/12/2020,9,2,0,4,0,15,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,2,0,19,1,0,0,0,0,1,864,41,49,75,2,1032,9,9,3,1,0,22
4/12/2020,10,2,0,3,0,15,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,2,0,19,0,0,0,1,0,1,865,41,49,76,2,1033,9,9,3,1,0,22
5/12/2020,9,2,0,4,0,15,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,2,0,19,1,0,0,0,0,1,866,41,49,76,2,1034,9,9,3,1,0,22
6/12/2020,9,2,0,4,0,15,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,2,0,19,0,0,0,0,0,0,886,41,49,76,2,1034,9,9,3,1,0,22
7/12/2020,11,2,0,3,0,16,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,2,0,19,1,0,0,0,0,1,867,41,49,76,2,1035,9,9,3,1,0,22
8/12/2020,13,0,0,3,0,16,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,2,0,19,0,2,0,0,0,2,867,43,49,76,2,1037,9,9,3,1,0,22
9/12/2020,9,0,0,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,2,0,19,4,0,0,0,0,4,871,43,49,76,2,1041,9,9,3,1,0,22
10/12/2020,10,0,0,3,0,13,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,2,0,19,0,0,0,0,0,0,871,43,49,76,2,1041,9,9,3,1,0,22
11/12/2020,10,0,1,1,0,12,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,2,0,19,0,0,0,2,0,2,871,43,49,78,2,1043,9,9,3,1,0,22
12/12/2020,11,0,1,1,0,13,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,2,0,19,0,0,0,0,0,0,871,43,49,78,2,1043,9,9,3,1,0,22
13/12/2020,10,0,1,1,0,12,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,2,0,19,1,0,0,0,0,1,872,43,49,78,2,1044,9,9,3,1,0,22
14/12/2020,9,0,1,1,0,11,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,2,0,19,1,0,0,0,0,1,873,43,49,78,2,1045,9,9,3,1,0,22
15/12/2020,9,0,1,1,0,11,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,2,0,19,0,0,0,0,0,0,873,43,49,78,2,1045,9,9,3,1,0,22
16/12/2020,9,0,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,2,0,19,0,0,0,1,0,1,873,43,49,49,2,1046,9,9,3,1,0,22
17/12/2020,9,0,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,2,0,19,0,0,0,0,0,0,873,43,49,79,2,1046,9,9,3,1,0,22
18/12/2020,13,2,1,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,2,0,19,0,0,0,0,0,0,873,43,49,79,2,1046,9,9,3,1,0,22
19/12/2020,11,2,1,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,2,0,19,2,0,0,0,0,0,875,43,49,79,2,1048,9,9,3,1,0,22
20/12/2020,13,3,1,1,0,18,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,2,0,19,1,0,0,0,0,1,876,43,49,79,2,1049,9,9,3,1,0,22
21/12/2020,11,3,0,1,0,15,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,2,0,19,2,0,1,0,0,3,878,43,49,79,2,1052,9,9,3,1,0,22
22/12/2020,7,3,0,1,0,11,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,2,0,19,4,0,0,0,0,4,878,43,49,79,2,1056,9,9,3,1,0,22
23/12/2020,10,3,0,2,0,15,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,2,0,19,0,0,0,0,0,0,882,43,50,79,2,1056,9,9,3,1,0,22
24/12/2020,9,3,0,4,0,16,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,2,0,19,1,0,0,0,0,1,883,43,50,79,2,1057,9,9,3,1,0,22
25/12/2020,11,3,0,5,0,19,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,2,0,19,0,0,0,0,0,0,883,43,50,79,2,1057,9,9,3,1,0,22
26/12/2020,10,3,5,6,0,24,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,2,0,19,1,0,0,0,0,1,884,43,50,79,2,1058,9,9,3,1,0,22
27/12/2020,11,3,5,6,0,25,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,2,0,19,0,0,0,0,0,0,884,43,50,79,2,1058,9,9,3,1,0,22
28/12/2020,13,3,5,6,0,27,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,2,0,19,0,0,0,0,0,0,884,43,50,79,2,1058,9,9,3,1,0,22
29/12/2020,14,5,5,5,0,29,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,2,0,19,1,0,0,1,0,2,885,43,50,80,2,1060,9,9,3,1,0,22
30/12/2020,12,4,5,5,0,26,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,2,0,19,2,2,0,0,0,4,887,45,50,80,2,1064,9,9,3,1,0,22
31/12/2020,11,4,5,7,0,27,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,2,0,19,1,0,0,0,0,1,888,45,50,80,2,1065,9,9,3,1,0,22
